"player_id","year","stint","team_id","league_id","g","ab","r","h","double","triple","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","g_idp","salary"
"dewitbl01",2010,1,"LAN","NL",82,256.0,29.0,69.0,15.0,4.0,1.0,30.0,2.0,2.0,30.0,49.0,4.0,3.0,2.0,1.0,4.0,410000
"diazma02",2010,1,"ATL","NL",84,224.0,27.0,56.0,17.0,2.0,7.0,31.0,3.0,1.0,13.0,44.0,3.0,4.0,2.0,1.0,6.0,2550000
"dickech01",2010,1,"CIN","NL",20,44.0,9.0,9.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0,415000
"dobbsgr01",2010,1,"PHI","NL",88,163.0,13.0,32.0,7.0,0.0,5.0,15.0,1.0,1.0,12.0,39.0,1.0,0.0,1.0,0.0,2.0,1350000
"donnebr01",2010,1,"PIT","NL",38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350000
"doteloc01",2010,1,"PIT","NL",41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250000
"doumiry01",2010,1,"PIT","NL",124,406.0,42.0,102.0,22.0,1.0,13.0,45.0,1.0,0.0,41.0,87.0,4.0,8.0,0.0,1.0,18.0,3650000
"downssc01",2010,1,"TOR","AL",67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000
"drewjd01",2010,1,"BOS","AL",139,478.0,69.0,122.0,24.0,2.0,22.0,68.0,3.0,1.0,60.0,105.0,3.0,4.0,0.0,4.0,12.0,14000000
"drewst01",2010,1,"ARI","NL",151,565.0,83.0,157.0,33.0,12.0,15.0,61.0,10.0,5.0,62.0,108.0,2.0,3.0,2.0,1.0,7.0,3400000
"duchsju01",2010,1,"OAK","AL",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750000
"duensbr01",2010,1,"MIN","AL",53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,417500
"dukeza01",2010,1,"PIT","NL",32,48.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,8.0,0.0,0.0,4300000
"dunnad01",2010,1,"WAS","NL",158,558.0,85.0,145.0,36.0,2.0,38.0,103.0,0.0,1.0,77.0,199.0,10.0,9.0,0.0,4.0,10.0,12000000
"durbich01",2010,1,"PHI","NL",64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2125000
"eckstda01",2010,1,"SDN","NL",116,442.0,49.0,118.0,23.0,0.0,1.0,29.0,8.0,1.0,27.0,35.0,0.0,9.0,12.0,2.0,6.0,1000000
"edmonji01",2010,1,"MIL","NL",73,217.0,38.0,62.0,21.0,0.0,8.0,20.0,2.0,0.0,21.0,53.0,0.0,1.0,0.0,1.0,2.0,850000
"ekstrmi01",2010,1,"TBA","AL",15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402700
"ellisma01",2010,1,"OAK","AL",124,436.0,45.0,127.0,24.0,0.0,5.0,49.0,7.0,6.0,40.0,56.0,4.0,8.0,3.0,5.0,7.0,5500000
"ellsbja01",2010,1,"BOS","AL",18,78.0,10.0,15.0,4.0,0.0,0.0,5.0,7.0,1.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,496500
"encared01",2010,1,"TOR","AL",96,332.0,47.0,81.0,16.0,0.0,21.0,51.0,1.0,0.0,29.0,60.0,1.0,2.0,0.0,4.0,9.0,5175000
"englije01",2010,1,"WAS","NL",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,400000
"escobal02",2010,1,"MIL","NL",145,506.0,57.0,119.0,14.0,10.0,4.0,41.0,10.0,4.0,36.0,70.0,7.0,3.0,4.0,3.0,8.0,405500
"escobyu01",2010,1,"ATL","NL",75,261.0,28.0,62.0,12.0,0.0,0.0,19.0,5.0,1.0,37.0,31.0,1.0,1.0,2.0,0.0,9.0,435000
"ethiean01",2010,1,"LAN","NL",139,517.0,71.0,151.0,33.0,1.0,23.0,82.0,2.0,1.0,59.0,102.0,11.0,3.0,0.0,6.0,11.0,5750000
"evanste01",2010,1,"LAA","AL",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,405000
"evelada01",2010,1,"TOR","AL",9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419500
"everead01",2010,1,"DET","AL",31,81.0,6.0,15.0,5.0,0.0,0.0,4.0,2.0,1.0,4.0,18.0,0.0,0.0,3.0,1.0,1.0,1550000
"farnsky01",2010,1,"KCA","AL",37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000
"feldmsc01",2010,1,"TEX","AL",29,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2425000
"felicpe01",2010,1,"NYN","NL",92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900000
"felizne01",2010,1,"TEX","AL",70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402000
"felizpe01",2010,1,"HOU","NL",97,289.0,22.0,64.0,12.0,1.0,4.0,31.0,1.0,1.0,9.0,31.0,1.0,1.0,0.0,5.0,9.0,4500000
"fieldjo02",2010,1,"KCA","AL",13,49.0,5.0,15.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,422000
"fieldpr01",2010,1,"MIL","NL",161,578.0,94.0,151.0,25.0,0.0,32.0,83.0,1.0,0.0,114.0,138.0,17.0,21.0,0.0,1.0,12.0,11000000
"figgich01",2010,1,"SEA","AL",161,602.0,62.0,156.0,21.0,2.0,1.0,35.0,42.0,15.0,74.0,114.0,0.0,3.0,17.0,6.0,19.0,8500000
"fistedo01",2010,1,"SEA","AL",28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,406500
"florera01",2010,1,"COL","NL",47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650000
"floydga01",2010,1,"CHA","AL",31,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2750000
"fontemi01",2010,1,"CHN","NL",75,169.0,14.0,48.0,11.0,3.0,1.0,20.0,1.0,2.0,10.0,28.0,0.0,3.0,1.0,2.0,3.0,1000000
"fowlede01",2010,1,"COL","NL",132,439.0,73.0,114.0,20.0,14.0,6.0,36.0,13.0,7.0,57.0,104.0,0.0,2.0,7.0,0.0,5.0,406000
"foxja02",2010,1,"OAK","AL",39,98.0,11.0,21.0,5.0,0.0,2.0,12.0,0.0,0.0,5.0,26.0,0.0,2.0,0.0,1.0,6.0,405000
"francbe01",2010,1,"PHI","NL",88,179.0,24.0,48.0,13.0,0.0,6.0,28.0,8.0,0.0,14.0,35.0,1.0,2.0,1.0,1.0,6.0,470000
"francfr01",2010,1,"TEX","AL",56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3265000
"francje01",2010,1,"COL","NL",20,22.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,3.0,1.0,1.0,5750000
"francje02",2010,1,"NYN","NL",124,401.0,43.0,95.0,16.0,2.0,11.0,54.0,8.0,2.0,29.0,76.0,8.0,7.0,0.0,10.0,7.0,5000000
"francju02",2010,1,"CIN","NL",36,55.0,3.0,15.0,3.0,0.0,1.0,7.0,0.0,1.0,4.0,20.0,0.0,0.0,0.0,0.0,2.0,400000
"frankry01",2010,1,"SLN","NL",59,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3050000
"frasoja01",2010,1,"TOR","AL",69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650000
"freesda01",2010,1,"SLN","NL",70,240.0,28.0,71.0,12.0,1.0,4.0,36.0,1.0,1.0,21.0,59.0,0.0,4.0,4.0,1.0,7.0,400000
"fuentbr01",2010,1,"LAA","AL",39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000000
"fukudko01",2010,1,"CHN","NL",130,358.0,45.0,94.0,20.0,2.0,13.0,44.0,7.0,8.0,64.0,67.0,1.0,0.0,3.0,4.0,5.0,14000000
"fulchje01",2010,1,"HOU","NL",50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,425000
"furcara01",2010,1,"LAN","NL",97,383.0,66.0,115.0,23.0,7.0,8.0,43.0,22.0,4.0,40.0,60.0,5.0,1.0,2.0,2.0,5.0,9500000
"gallase01",2010,1,"SDN","NL",15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,413500
"gallayo01",2010,1,"MIL","NL",33,63.0,7.0,16.0,4.0,0.0,4.0,10.0,0.0,0.0,5.0,17.0,0.0,2.0,2.0,0.0,0.0,450000
"gamelma01",2010,1,"MIL","NL",12,15.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,406500
"garcifr02",2010,1,"CHA","AL",28,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1000000
"garcija02",2010,1,"SLN","NL",31,54.0,8.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,13.0,0.0,0.0,4.0,0.0,1.0,400000
"gardnbr01",2010,1,"NYA","AL",150,477.0,97.0,132.0,20.0,7.0,5.0,47.0,47.0,9.0,79.0,101.0,1.0,5.0,5.0,3.0,6.0,452500
"garkory01",2010,1,"TEX","AL",15,33.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,550000
"garlajo01",2010,1,"SDN","NL",34,56.0,6.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,18.0,0.0,0.0,6.0,1.0,0.0,4700000
"garzama01",2010,1,"TBA","AL",33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3350000
"gaudich01",2010,1,"OAK","AL",12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700000
"gerutjo01",2010,1,"MIL","NL",32,71.0,7.0,14.0,4.0,1.0,2.0,8.0,0.0,1.0,3.0,17.0,0.0,0.0,0.0,0.0,1.0,2000000
"gervasa01",2010,1,"HOU","NL",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402500
"getzch01",2010,1,"KCA","AL",72,224.0,23.0,53.0,9.0,0.0,0.0,18.0,15.0,2.0,19.0,28.0,1.0,2.0,3.0,0.0,3.0,414500
"giambja01",2010,1,"COL","NL",87,176.0,17.0,43.0,9.0,0.0,6.0,35.0,2.0,0.0,35.0,47.0,5.0,6.0,0.0,5.0,5.0,1750000
"glaustr01",2010,1,"ATL","NL",128,412.0,52.0,99.0,18.0,0.0,16.0,71.0,0.0,0.0,63.0,100.0,2.0,4.0,0.0,4.0,16.0,1750000
"gloadro01",2010,1,"PHI","NL",94,128.0,16.0,36.0,8.0,0.0,6.0,22.0,1.0,0.0,8.0,15.0,3.0,1.0,1.0,0.0,1.0,1000000
"gomesjo01",2010,1,"CIN","NL",148,511.0,77.0,136.0,24.0,3.0,18.0,86.0,5.0,3.0,39.0,123.0,3.0,12.0,0.0,9.0,4.0,800000
"gomezca01",2010,1,"MIL","NL",97,291.0,38.0,72.0,11.0,3.0,5.0,24.0,18.0,3.0,17.0,72.0,1.0,4.0,6.0,0.0,10.0,1100000
"gonzaad01",2010,1,"SDN","NL",160,591.0,87.0,176.0,33.0,0.0,31.0,101.0,0.0,0.0,93.0,114.0,35.0,2.0,2.0,4.0,15.0,4875000
"gonzaal02",2010,1,"TOR","AL",85,328.0,47.0,85.0,25.0,1.0,17.0,50.0,1.0,0.0,17.0,65.0,0.0,1.0,0.0,2.0,9.0,2750000
"gonzaal03",2010,1,"WAS","NL",114,186.0,19.0,46.0,8.0,1.0,0.0,5.0,0.0,0.0,7.0,30.0,0.0,1.0,3.0,1.0,8.0,415500
"gonzaca01",2010,1,"COL","NL",145,587.0,111.0,197.0,34.0,9.0,34.0,117.0,26.0,8.0,40.0,135.0,8.0,2.0,0.0,7.0,9.0,406000
"gonzagi01",2010,1,"OAK","AL",33,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,405000
"gonzami02",2010,1,"BAL","AL",29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000
"gordoal01",2010,1,"KCA","AL",74,242.0,34.0,52.0,10.0,0.0,8.0,20.0,1.0,5.0,34.0,62.0,1.0,2.0,2.0,1.0,9.0,1150000
"gorzeto01",2010,1,"CHN","NL",29,40.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,800000
"grabojo02",2010,1,"CHN","NL",28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700000
"grandcu01",2010,1,"NYA","AL",136,466.0,76.0,115.0,17.0,7.0,24.0,67.0,12.0,2.0,53.0,116.0,3.0,2.0,4.0,3.0,3.0,5500000
"greense01",2010,1,"NYN","NL",11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975000
"gregelu01",2010,1,"SDN","NL",80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416500
"greggke01",2010,1,"TOR","AL",63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000
"greinza01",2010,1,"KCA","AL",33,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7250000
"griffke02",2010,1,"SEA","AL",33,98.0,6.0,18.0,2.0,0.0,0.0,7.0,0.0,0.0,9.0,17.0,0.0,0.0,0.0,1.0,3.0,2350000
"grossga01",2010,1,"OAK","AL",105,222.0,27.0,53.0,11.0,1.0,1.0,25.0,5.0,1.0,17.0,39.0,2.0,0.0,2.0,2.0,5.0,750000
"grudzma01",2010,1,"CLE","AL",30,110.0,10.0,30.0,0.0,0.0,0.0,11.0,2.0,0.0,8.0,10.0,0.0,1.0,0.0,0.0,4.0,600000
"guerrma02",2010,1,"MIN","AL",74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150000
"guerrvl01",2010,1,"TEX","AL",152,593.0,83.0,178.0,27.0,1.0,29.0,115.0,4.0,5.0,35.0,60.0,5.0,9.0,0.0,6.0,19.0,5500000
"guillca01",2010,1,"DET","AL",68,253.0,26.0,69.0,17.0,1.0,6.0,34.0,1.0,2.0,21.0,41.0,2.0,0.0,0.0,1.0,10.0,13000000
"guilljo01",2010,1,"KCA","AL",106,396.0,46.0,101.0,17.0,2.0,16.0,62.0,1.0,0.0,27.0,84.0,1.0,9.0,0.0,5.0,9.0,12000000
"guthrje01",2010,1,"BAL","AL",32,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3000000
"gutiefr01",2010,1,"SEA","AL",152,568.0,61.0,139.0,25.0,3.0,12.0,64.0,25.0,3.0,50.0,137.0,5.0,1.0,2.0,8.0,10.0,2312500
"gutieju01",2010,1,"ARI","NL",58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411000
"guzmacr01",2010,1,"WAS","NL",89,319.0,44.0,90.0,11.0,4.0,2.0,25.0,4.0,2.0,17.0,53.0,3.0,5.0,3.0,2.0,7.0,8000000
"gwynnto02",2010,1,"SDN","NL",117,289.0,30.0,59.0,9.0,3.0,3.0,20.0,17.0,4.0,41.0,50.0,4.0,1.0,7.0,1.0,3.0,419800
"haegech01",2010,1,"LAN","NL",9,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,411000
"hafnetr01",2010,1,"CLE","AL",118,396.0,46.0,110.0,29.0,0.0,13.0,50.0,2.0,1.0,51.0,94.0,10.0,12.0,0.0,3.0,2.0,11500000
"hairsje02",2010,1,"SDN","NL",119,430.0,53.0,105.0,13.0,2.0,10.0,50.0,9.0,6.0,31.0,54.0,2.0,5.0,4.0,6.0,5.0,2125000
"hairssc01",2010,1,"SDN","NL",104,295.0,34.0,62.0,10.0,0.0,10.0,36.0,6.0,1.0,31.0,69.0,1.0,6.0,0.0,4.0,3.0,2450000
"hallaro01",2010,1,"PHI","NL",33,92.0,6.0,13.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,42.0,0.0,0.0,2.0,0.0,0.0,15750000
"hallbi03",2010,1,"BOS","AL",120,344.0,44.0,85.0,16.0,1.0,18.0,46.0,9.0,1.0,34.0,104.0,0.0,1.0,2.0,1.0,4.0,8525000
"hamelco01",2010,1,"PHI","NL",34,67.0,4.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,1.0,6650000
"hamiljo03",2010,1,"TEX","AL",133,518.0,95.0,186.0,40.0,3.0,32.0,100.0,8.0,1.0,43.0,95.0,5.0,5.0,1.0,4.0,11.0,3250000
"hammeja01",2010,1,"COL","NL",30,57.0,3.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,29.0,0.0,0.0,5.0,0.0,0.0,1900000
"hanigry01",2010,1,"CIN","NL",70,203.0,25.0,61.0,11.0,0.0,5.0,40.0,0.0,0.0,33.0,21.0,4.0,4.0,1.0,2.0,6.0,415000
"hanrajo01",2010,1,"PIT","NL",72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453000
"hansoto01",2010,1,"ATL","NL",34,62.0,3.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,27.0,0.0,0.0,8.0,1.0,0.0,435000
"happja01",2010,1,"PHI","NL",3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,470000
"haranaa01",2010,1,"CIN","NL",22,37.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,2.0,12500000
"harderi01",2010,1,"TEX","AL",20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6500000
"hardyjj01",2010,1,"MIN","AL",101,340.0,44.0,91.0,19.0,3.0,6.0,38.0,1.0,1.0,28.0,54.0,1.0,0.0,3.0,4.0,8.0,5100000
"harenda01",2010,1,"ARI","NL",23,55.0,8.0,20.0,6.0,0.0,1.0,7.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,8250000
"harribr01",2010,1,"MIN","AL",43,108.0,11.0,17.0,3.0,0.0,1.0,4.0,0.0,0.0,9.0,23.0,0.0,2.0,0.0,1.0,2.0,1450000
"harrima01",2010,1,"TEX","AL",37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,406090
"harriwi01",2010,1,"WAS","NL",132,224.0,25.0,41.0,6.0,2.0,10.0,32.0,5.0,2.0,33.0,60.0,0.0,2.0,1.0,2.0,3.0,1500000
"hartco01",2010,1,"MIL","NL",145,558.0,91.0,158.0,34.0,4.0,31.0,102.0,7.0,6.0,45.0,140.0,2.0,6.0,0.0,5.0,14.0,4800000
"hawkila01",2010,1,"MIL","NL",18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250000
"hawksbl01",2010,1,"SLN","NL",45,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,402000
"hawpebr01",2010,1,"COL","NL",88,259.0,24.0,66.0,21.0,2.0,7.0,37.0,2.0,1.0,36.0,68.0,4.0,1.0,0.0,4.0,4.0,7500000
"headlch01",2010,1,"SDN","NL",161,610.0,77.0,161.0,29.0,3.0,11.0,58.0,17.0,5.0,56.0,139.0,3.0,3.0,1.0,4.0,11.0,427700
"heilmaa01",2010,1,"ARI","NL",70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2150000
"helmswe01",2010,1,"FLO","NL",127,254.0,25.0,56.0,12.0,4.0,4.0,39.0,0.0,2.0,26.0,76.0,1.0,4.0,0.0,3.0,7.0,950000
"heltoto01",2010,1,"COL","NL",118,398.0,48.0,102.0,18.0,1.0,8.0,37.0,0.0,0.0,67.0,90.0,3.0,2.0,0.0,6.0,10.0,17775000
"hendrma01",2010,1,"BAL","AL",52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000
"henslcl01",2010,1,"FLO","NL",68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,425000
"hermije01",2010,1,"BOS","AL",52,158.0,14.0,32.0,8.0,0.0,5.0,27.0,1.0,0.0,12.0,45.0,0.0,0.0,0.0,1.0,0.0,3345000
"hernada01",2010,1,"BAL","AL",41,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,402500
"hernadi01",2010,1,"ATL","NL",20,9.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,400000
"hernafe02",2010,1,"SEA","AL",34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,7200000
"hernara02",2010,1,"CIN","NL",97,313.0,30.0,93.0,18.0,1.0,7.0,48.0,0.0,0.0,29.0,49.0,1.0,5.0,3.0,2.0,8.0,3868376
"herndda01",2010,1,"PHI","NL",47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,400000
"herreda01",2010,1,"CIN","NL",36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,412500
"heywaja01",2010,1,"ATL","NL",142,520.0,83.0,144.0,29.0,5.0,18.0,72.0,11.0,6.0,91.0,128.0,2.0,10.0,0.0,2.0,13.0,400000
"hillaa01",2010,1,"TOR","AL",138,528.0,70.0,108.0,22.0,0.0,26.0,68.0,2.0,2.0,41.0,85.0,2.0,8.0,1.0,2.0,8.0,4000000
"hillko01",2010,1,"CHN","NL",77,215.0,18.0,46.0,13.0,1.0,1.0,17.0,1.0,0.0,12.0,61.0,3.0,0.0,3.0,1.0,5.0,700000
"hinsker01",2010,1,"ATL","NL",131,281.0,38.0,72.0,21.0,1.0,11.0,51.0,0.0,0.0,33.0,75.0,5.0,3.0,0.0,3.0,4.0,1000000
"hochelu01",2010,1,"KCA","AL",18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1760000
"hoffmtr01",2010,1,"MIL","NL",50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7500000
"hollima01",2010,1,"SLN","NL",158,596.0,95.0,186.0,45.0,1.0,28.0,103.0,9.0,5.0,69.0,93.0,10.0,8.0,0.0,2.0,13.0,16333327
"howarry01",2010,1,"PHI","NL",143,550.0,87.0,152.0,23.0,5.0,31.0,108.0,1.0,1.0,59.0,157.0,11.0,8.0,0.0,3.0,14.0,19000000
"howrybo01",2010,1,"ARI","NL",14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000
"hudsoor01",2010,1,"MIN","AL",126,497.0,80.0,133.0,24.0,5.0,6.0,37.0,10.0,3.0,50.0,87.0,0.0,4.0,5.0,3.0,14.0,5000000
"hudsoti01",2010,1,"ATL","NL",35,77.0,4.0,15.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,8.0,0.0,0.0,9000000
"huffau01",2010,1,"SFN","NL",157,569.0,100.0,165.0,35.0,5.0,26.0,86.0,7.0,0.0,83.0,91.0,5.0,9.0,0.0,7.0,17.0,3000000
"huffda01",2010,1,"CLE","AL",15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,410700
"hughedu01",2010,1,"KCA","AL",57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400500
"hugheph01",2010,1,"NYA","AL",31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,447000
"hundlni01",2010,1,"SDN","NL",85,273.0,33.0,68.0,18.0,2.0,8.0,43.0,0.0,5.0,25.0,66.0,0.0,1.0,2.0,6.0,8.0,415700
"hunteto01",2010,1,"LAA","AL",152,573.0,76.0,161.0,36.0,0.0,23.0,90.0,9.0,12.0,61.0,106.0,6.0,7.0,0.0,5.0,22.0,18500000
"hunteto02",2010,1,"TEX","AL",23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,409850
"iannech01",2010,1,"COL","NL",61,188.0,20.0,37.0,6.0,1.0,9.0,27.0,1.0,0.0,30.0,48.0,2.0,4.0,0.0,1.0,4.0,1750000
"ibanera01",2010,1,"PHI","NL",155,561.0,75.0,154.0,37.0,5.0,16.0,83.0,4.0,3.0,68.0,108.0,11.0,0.0,0.0,7.0,15.0,12166666
